LDST45E274|Bulbs supplier|Container 8|BBS 04 2025|500|2025-08-20|1||0
LDT185E274|Bulbs supplier|Container 01 2026|BBS 03 2026|1000|2026-03-10|0|2026-04-15|1
LHBPE27BM|Bakelite holders|Container 01 2026|BKH112025|3000|2025-12-04|0|2026-03-16|0
LHCCE27BM|Cable Supplier|Container 16|CAB122025|200|2025-12-19|0|2026-02-05|0
LHCCE27GR|Cable Supplier|Container 16|CAB122025|100|2025-12-19|0|2026-02-05|0
LHCCE27RE|Cable Supplier|Container 16|CAB122025|100|2025-12-19|0|2026-02-05|0
LHCCE27WH|Cable Supplier|Container 16|CAB122025|200|2025-12-19|0|2026-02-05|0
LHHTE27BM|Assembling lady 1|Container 01 2026|AL1032026|170|2026-03-10|0|2026-04-11|1
LHNSE27BM|Cable Supplier|DE Container 03|CAB032025DE|300|2025-08-18|1|2026-03-02|0
LHNSE27BY|Cable Supplier|DE Container 02 2026|CAB052026-DE|200|2026-05-22|0|2026-06-20|1
LHNSE27CH|Cable Supplier|Container 14|CAB102025-02|200|2025-10-23|0|2026-01-12|0
LHNSE27CO|Cable Supplier|Container 11|CAB072025|100|2025-07-29|1||0
LHNSE27FG|Cable Supplier|Container 11|CAB072025|100|2025-07-29|1||0
LHNSE27GB|Cable Supplier|Container 14|CAB102025-02|200|2025-10-23|0|2026-01-12|0
LHNSE27RO|Cable Supplier|Container 16|CAB122025|100|2025-12-19|0|2026-02-05|0
LHNSE27SN|Cable Supplier|DE Container 02 2026|CAB052026-DE|100|2026-05-22|0|2026-06-20|1
LHNSE27WH|Cable Supplier|Container 07 2026|CAB072026-02|200|2026-07-15|0|2026-07-31|1
LHNSE27YB|Cable Supplier|Container 7|CAB052025|200|2025-08-20|1||0
LHSHE27BA|Cable Supplier|DE Container 01 2026|CAB122025-DE|1000|2025-12-17|0|2026-01-25|0
LHSHE27CH|Cable Supplier|Container 16|CAB122025|300|2025-12-19|0|2026-02-05|0
LHSHE27CO|Cable Supplier|DE Container 03|CAB032025DE|200|2025-08-18|1|2026-03-02|0
LHSHE27GB|Cable Supplier|DE Container 01 2026|CAB122025-DE|800|2025-12-17|0|2026-01-25|0
LHSHE27SN|Cable Supplier|DE Container 01 2026|CAB122025-DE|400|2025-12-17|0|2026-01-25|0
LHSHE27WH|Cable Supplier|Container 16|CAB122025|200|2025-12-19|0|2026-02-05|0
LHSHE27YB|Cable Supplier|Container 14|CAB102025-02|200|2025-10-23|0|2026-01-12|0
LHTKE27GB|Assembling lady 1|Container 10|AL1092025|300|2025-09-22|1||0
LHTKE27YB|Ceiling rose guy|Container 01 2026|CRG032026|100|2026-03-10|0||1
LHTOE27YB|Condieut pipelight accessoies|Container 16|CND112025|252|2026-01-26|1||1
LHTTAGU10WH|Assembling lady 1|Container 04 2026|AL1052026|200|2026-06-01|0|2026-07-16|1
LHTTAGU10YB|Assembling lady 1|Container 10|AL1092025|200|2025-09-22|1||0
LHTTE27BM|Assembling lady 1|Container 08 2026|AL1072026|400|2026-07-23|0|2026-08-23|1
LHTTE27GG|Assembling lady 1|Container 10|AL1092025|100|2025-09-22|1||0
LHTTE27WH|Assembling lady 1|Container 05 2026|AL1062026-02|100|2026-07-06|0||1
LQK|Bulbs supplier|Container 04 2026|BBS052026|100|2026-06-01|0||1
LSACY195BG|Brushed Curvy Supplier|Container 14|BRC122025-NEW|200|2025-12-29|1||0
LSAFT200BG|Brushed Curvy Supplier|Container 14|BRC122025-NEW|200|2025-12-29|1||0
LSBF3BWG|Assembling Lady 2|Container 10|AL2082025|50|2025-08-25|1||0
LSBG136AR|Glass shade supplier|Container 8|GLS 05 2025|204|2025-08-20|1||0
LSBS160BL|Multi colour shade supplier|Container 15|MCS112025-02|50|2025-12-05|0|2026-01-28|0
LSBS160BM|Multi colour shade supplier|Container 15|MCS112025-02|200|2025-12-05|0|2026-01-28|0
LSBS160GR|Multi colour shade supplier|DE Container 02 2026|MCS052026-DE|75|2026-05-22|0|2026-07-10|1
LSBS160GY|Multi colour shade supplier|Container 15|MCS112025-02|200|2025-12-05|0|2026-01-28|0
LSBS160OR|Multi colour shade supplier|Container 15|MCS112025-02|200|2025-12-05|0|2026-01-28|0
LSBS160RE|Multi colour shade supplier|DE Container 02 2026|MCS052026-DE|50|2026-05-22|0|2026-07-10|1
LSBS160WH|Multi colour shade supplier|Container 15|MCS112025-02|100|2025-12-05|0|2026-01-28|0
LSBS160YE|Multi colour shade supplier|Container 15|MCS112025-02|200|2025-12-05|0|2026-01-28|0
LSCA2L300SG|BI Chandelier Supplier|Container 14|BCA032025-02DE|10|2025-09-09|1||0
LSCA300BF|BI Chandelier Supplier|Container 14|BCA032025-02DE|10|2025-09-09|1||0
LSCA400BF|BI Chandelier Supplier|Container 14|BCA032025-02DE|10|2025-09-09|1||0
LSCA500SG|BI Chandelier Supplier|Container 14|BCA032025-02DE|10|2025-09-09|1||0
LSCA800BF|BI Chandelier Supplier|Container 14|BCA032025-02DE|10|2025-09-09|1||0
LSCG185AR|Glass shade supplier|Container 8|GLS 05 2025|60|2025-08-20|1||0
LSCO335WH|Brushed Curvy Supplier|Container 01 2026|BRC032026|50|2026-03-10|0|2026-04-06|1
LSCP150BA|Multi colour shade supplier|DE Container 03|MCS032025DE|100|2025-08-15|0|2025-11-08|0
LSCP150BU|Multi colour shade supplier|DE Container 02 2026|MCS052026-DE|50|2026-05-22|0|2026-07-10|1
LSCP150GR|Multi colour shade supplier|Container 7|MCS042025|200|2025-07-29|1||0
LSCP150GY|Multi colour shade supplier|Container 02 2026|MCS032026|50|2026-03-31|0|2026-04-30|1
LSCP150OR|Multi colour shade supplier|Container 15|MCS112025|50|2025-12-04|0|2026-01-10|0
LSCP150RE|Multi colour shade supplier|Container 7|MCS042025|200|2025-07-29|1||0
LSCP150WH|Multi colour shade supplier|Container 10|MCS092025|50|2025-09-19|0|2025-11-08|0
LSCP150YE|Multi colour shade supplier|Container 7|MCS042025|100|2025-07-29|1||0
LSCY210BC|Brushed Curvy Supplier|DE Container 01 2026|BRC122025-DE|160|2025-12-17|0|2026-01-20|0
LSCY210BG|Brushed Curvy Supplier|DE Container 03|BRC032025DE|200|2025-08-18|1||0
LSCY210BM|Brushed Curvy Supplier|Container 16|BRC112025|200|2025-12-04|1|2025-12-31|0
LSCY210BS|Brushed Curvy Supplier|DE Container 02 2026|BRC052026-DE|60|2026-05-22|0|2026-06-12|1
LSCY290AA|Brushed Curvy Supplier|Container 04 2026|BRC052026|50|2026-06-01|0|2026-07-05|1
LSCY290BB|Brushed Curvy Supplier|Container 8|BRC072025|80|2025-07-28|1||0
LSCY290BC|Brushed Curvy Supplier|Container 8|BRC072025|200|2025-07-28|1||0
LSCY290BG|Brushed Curvy Supplier|Container 8|BRC072025|250|2025-07-28|1||0
LSCY290BI|Multi colour curvy shade supplier|DE Container 03|MCY032025DE|200|2025-08-15|1||0
LSCY290BL|Multi colour curvy shade supplier|Container 8|MCY072025|500|2025-07-28|1||0
LSCY290BM|Brushed Curvy Supplier|Container 8|BRC072025|600|2025-07-28|1||0
LSCY290BS|Brushed Curvy Supplier|Container 8|BRC072025|400|2025-07-28|1||0
LSCY290BU|Multi colour curvy shade supplier|DE Container 03|MCY032025DE|100|2025-08-15|1||0
LSCY290CB|Multi colour curvy shade supplier|DE Container 03|MCY032025DE|300|2025-08-15|1||0
LSCY290CH|Ceiling rose guy|Container 13|CRG102025-02|300|2025-10-24|0|2026-01-10|0
LSCY290CO|Ceiling rose guy|Container 14|CRG102025|495|2025-10-15|1|2025-12-27|0
LSCY290CY|Brushed Curvy Supplier|DE Container 03|BRC032025-02DE|50|2025-09-09|1||0
LSCY290GB|Ceiling rose guy|Container 14|CRG102025|300|2025-10-15|1|2025-12-27|0
LSCY290GC|Brushed Curvy Supplier|Container 10|BRC092025|50|2025-09-22|1|2025-11-01|0
LSCY290GR|Multi colour curvy shade supplier|Container 10|MCY092025|500|2025-09-23|1||0
LSCY290GY|Multi colour curvy shade supplier|Container 8|MCY072025|350|2025-07-28|1||0
LSCY290NB|Multi colour curvy shade supplier|Container 8|MCY072025|200|2025-07-28|1||0
LSCY290OR|Multi colour curvy shade supplier|Container 8|MCY072025|200|2025-07-28|1||0
LSCY290RE|Multi colour curvy shade supplier|Container 8|MCY072025|100|2025-07-28|1||0
LSCY290RO|Ceiling rose guy|Container 12|CRG082025|300|2025-08-25|1||0
LSCY290RR|Brushed Curvy Supplier|Container 16|BRC112025|200|2025-12-04|1|2025-12-31|0
LSCY290SN|Ceiling rose guy|Container 12|CRG082025|100|2025-08-25|1||0
LSCY290WH|Multi colour curvy shade supplier|Container 8|MCY072025|200|2025-07-28|1||0
LSCY290YB|Ceiling rose guy|Container 12|CRG082025|300|2025-08-25|1||0
LSCY290YE|Multi colour curvy shade supplier|Container 8|MCY072025|200|2025-07-28|1||0
LSCYRO120BM|Different type of wire cage|mixed|DWC 06 2025|400|2025-07-16|1|2026-01-25|0
LSCYRO120GD|Different type of wire cage|mixed|DWC 06 2025|300|2025-07-16|1|2026-01-25|0
LSCYRO120WH|Different type of wire cage|mixed|DWC 06 2025|200|2025-07-16|1|2026-01-25|0
LSCYRO200BM|Different type of wire cage|mixed|DWC 06 2025|104|2025-07-16|1|2026-01-25|0
LSCYRO200GD|Different type of wire cage|mixed|DWC 06 2025|48|2025-07-16|1|2026-01-25|0
LSCYRO200WH|Different type of wire cage|mixed|DWC 06 2025|48|2025-07-16|1|2026-01-25|0
LSCYRO300BM|Different type of wire cage|mixed|DWC 06 2025|104|2025-07-16|1|2026-01-25|0
LSCYRO300GD|Different type of wire cage|mixed|DWC 06 2025|48|2025-07-16|1|2026-01-25|0
LSCYRO300WH|Different type of wire cage|mixed|DWC 06 2025|48|2025-07-16|1|2026-01-25|0
LSDM220CO|Ceiling rose guy|Container 14|CRG102025|108|2025-10-15|1|2025-12-27|0
LSDM220FG|Ceiling rose guy|Container 9|CRG042025-01|200|2025-11-12|1||0
LSDM220GB|Ceiling rose guy|Container 12|CRG082025|100|2025-08-25|1||0
LSDM220GS|Black shade with border gold line supplier|DE Container 01 2026|BGL122025-DE|100|2025-12-17|0|2026-01-10|0
LSDM220RO|Ceiling rose guy|Container 9|CRG042025-01|100|2025-11-12|1||0
LSDM220SN|Ceiling rose guy|Container 9|CRG042025-01|300|2025-11-12|1||0
LSDM220YB|Ceiling rose guy|Container 9|CRG042025-01|300|2025-11-12|1||0
LSDO210BB|Brushed Curvy Supplier|DE Container 03|BRC032025DE|80|2025-08-18|1||0
LSDO210BC|Brushed Curvy Supplier|Container 8|BRC072025|300|2025-07-28|1||0
LSDO210BG|Brushed Curvy Supplier|Container 8|BRC072025|600|2025-07-28|1||0
LSDO210BI|Brushed Curvy Supplier|Container 16|BRC112025|250|2025-12-04|1|2025-12-31|0
LSDO210BL|Brushed Curvy Supplier|Container 01 2026|BRC032026|50|2026-03-10|0|2026-04-06|1
LSDO210BM|Brushed Curvy Supplier|Container 16|BRC112025|300|2025-12-04|1|2025-12-31|0
LSDO210BS|Brushed Curvy Supplier|DE Container 03|BRC032025DE|80|2025-08-18|1||0
LSDO210GR|Brushed Curvy Supplier|Container 9|BRC082025|100|2025-08-21|1||0
LSDO210GY|Brushed Curvy Supplier|Container 10|BRC092025|100|2025-09-22|1|2025-11-01|0
LSDO210NB|Brushed Curvy Supplier|DE Container 03|BRC032025-02DE|50|2025-09-09|1||0
LSDO210OR|Brushed Curvy Supplier|DE Container 03|BRC032025-02DE|50|2025-09-09|1||0
LSDO210RE|Brushed Curvy Supplier|DE Container 03|BRC032025DE|100|2025-08-18|1||0
LSDO210RR|Brushed Curvy Supplier|Container 10|BRC092025|50|2025-09-22|1|2025-11-01|0
LSDO210WH|Brushed Curvy Supplier|Container 8|BRC072025|150|2025-07-28|1||0
LSDO210YE|Brushed Curvy Supplier|Container 8|BRC072025|100|2025-07-28|1||0
LSDO300BM|Multi colour shade supplier|Container 7|MCS042025|200|2025-07-29|1||0
LSDO300CB|Multi colour shade supplier|Container 10|MCS092025|50|2025-09-19|0|2025-11-08|0
LSDO300CO|Ceiling rose guy|Container 13|CRG102025-02|180|2025-10-24|0|2026-01-10|0
LSDO300GY|Multi colour shade supplier|Container 08 2026|MCS072026-02|50|2026-07-23|0||1
LSDO300RO|Ceiling rose guy|Container 08 2026|CRG072026-02|50|2026-07-23|0||1
LSDO300SN|Ceiling rose guy|DE Container 02 2026|CRG052026-DE|20|2026-05-22|0||1
LSDO300WH|Multi colour shade supplier|Container 10|MCS092025|75|2025-09-19|0|2025-11-08|0
LSDO300YB|Ceiling rose guy|Container 07 2026|CRG072026|50|2026-07-15|0||1
LSDO400BI|Multi colour shade supplier|Container 10|MCS092025|50|2025-09-19|0|2025-11-08|0
LSDO400BM|Multi colour shade supplier|Container 10|MCS092025|150|2025-09-19|0|2025-11-08|0
LSDO400CB|Multi colour shade supplier|Container 02 2026|MCS032026|50|2026-03-31|0|2026-04-30|1
LSDO400OR|Multi colour shade supplier|Container 15|MCS112025|50|2025-12-04|0|2026-01-10|0
LSDO400RE|Multi colour shade supplier|Container 02 2026|MCS032026|150|2026-03-31|0|2026-04-30|1
LSDO400WH|Multi colour shade supplier|Container 08 2026|MCS072026-02|50|2026-07-23|0||1
LSDO400YE|Multi colour shade supplier|Container 10|MCS092025|50|2025-09-19|0|2025-11-08|0
LSEL400BM|Brushed Curvy Supplier|Container 9|BRC082025|100|2025-08-21|1||0
LSEL400GR|Brushed Curvy Supplier|Container 9|BRC082025|100|2025-08-21|1||0
LSEL400GY|Brushed Curvy Supplier|Container 8|BRC072025|100|2025-07-28|1||0
LSEL400OR|Brushed Curvy Supplier|Container 10|BRC092025|50|2025-09-22|1|2025-11-01|0
LSEL400WH|Brushed Curvy Supplier|Container 04 2026|BRC052026|50|2026-06-01|0|2026-07-05|1
LSEL400YE|Brushed Curvy Supplier|Container 16|BRC112025|50|2025-12-04|1|2025-12-31|0
LSFG210AR|Glass shade supplier|Container 8|GLS 05 2025|156|2025-08-20|1||0
LSFSCO220BM|Assembling Lady 2|DE Container 01 2026|AL2122025-DE|100|2025-12-17|1|2026-04-29|0
LSFT220BB|Brushed Curvy Supplier|Container 16|BRC112025|150|2025-12-04|1|2025-12-31|0
LSFT220BC|Brushed Curvy Supplier|DE Container 03|BRC032025DE|100|2025-08-18|1||0
LSFT220BG|Brushed Curvy Supplier|Container 8|BRC072025|200|2025-07-28|1||0
LSFT220BI|Multi colour shade supplier|Container 7|MCS042025|200|2025-07-29|1||0
LSFT220BL|Multi colour shade supplier|Container 15|MCS112025|200|2025-12-04|0|2026-01-10|0
LSFT220BM|Brushed Curvy Supplier|DE Container 03|BRC032025DE|350|2025-08-18|1||0
LSFT220BS|Brushed Curvy Supplier|US Container 02|BRC112025.|150|2025-12-04|1|2025-12-19|0
LSFT220BU|Multi colour shade supplier|Container 08 2026|MCS072026-02|100|2026-07-23|0||1
LSFT220CH|Ceiling rose guy|Container 12|CRG082025|100|2025-08-25|1||0
LSFT220CO|Ceiling rose guy|DE Container 03|CRG032025DE|150|2025-08-18|1||0
LSFT220FG|Ceiling rose guy|Container 14|CRG102025|100|2025-10-15|1|2025-12-27|0
LSFT220GB|Ceiling rose guy|Container 12|CRG082025|200|2025-08-25|1||0
LSFT220GR|Multi colour shade supplier|Container 7|MCS042025|400|2025-07-29|1||0
LSFT220GS|Black shade with border gold line supplier|DE Container 01 2026|BGL122025-DE|150|2025-12-17|0|2026-01-10|0
LSFT220GY|Multi colour shade supplier|Container 7|MCS042025|300|2025-07-29|1||0
LSFT220NB|Multi colour shade supplier|Container 10|MCS092025|100|2025-09-19|0|2025-11-08|0
LSFT220OR|Multi colour shade supplier|Container 7|MCS042025|100|2025-07-29|1||0
LSFT220PI|Multi colour shade supplier|Container 7|MCS042025|100|2025-07-29|1||0
LSFT220RE|Multi colour shade supplier|Container 7|MCS042025|100|2025-07-29|1||0
LSFT220RO|Ceiling rose guy|US Container 02|CRG112025|100|2025-11-27|1|2025-12-26|0
LSFT220RR|Brushed Curvy Supplier|Container 16|BRC112025|100|2025-12-04|1|2025-12-31|0
LSFT220SN|Ceiling rose guy|Container 13|CRG102025-02|100|2025-10-24|0|2026-01-10|0
LSFT220WH|Multi colour shade supplier|Container 7|MCS042025|400|2025-07-29|1||0
