24IP20400|24V IP20 400W 16.5A|Transformer SM Supplier|DE Container 02 2026|TSM052026-DE|72|2026-05-22|0|2026-05-31
24IP6724|24v24w Waterproof|Transformer HN Supplier|Container 06 2026|THN072026|50|2026-07-15|0|
5IP2020|5V IP20 20W 4A|Transformer SM Supplier|Container 08 2026|TSM072026-02|50|2026-07-23|0|
CBSF95NA||Condieut pipelight accessoies||CND062026|4000|2026-06-18|0|
CCBKNWE50|37-50W black & white transformer|Black and white Tranformer supplier|DE Container 02 2026|TBW052026-DE|200|2026-05-22|0|2026-06-30
CF3B46BM|MODEL: ZY1173,MOTOR: DC-35W,SIZE: 46,INCH,BLADE: ABS ,REMOTE CONTROL,6 WIND SPEE|Ceiling Fan Supplier||CFS052026|50|2026-05-11|0|2026-05-20
CF3B52BM|MODEL: ZY1301 MOTOR: DC-40W SIZE: 52 INCH BLADE: ABS REMOTE CONTROL 6 WIND SPEED|Ceiling Fan Supplier||CFS052026|50|2026-05-11|0|2026-05-20
CF3BL52WO|MODEL: ZY1296 SIZE: 52 INCH MOTOR: DC-35W BLADE: ABS REMOTE CONTROL 6 WIND SPEED|Ceiling Fan Supplier||CFS052026|50|2026-05-11|0|2026-05-20
CFRGB420WH|POWA 2.0 IR/CCT ICRGB White|Ceiling Fan 2 Supplier||CFS2052026|102|2026-05-20|0|2026-06-15
CFRGB460WH|D46 Fanora Fan IRCCT ICRGB|Ceiling Fan 2 Supplier||CFS2052026|102|2026-05-20|0|2026-06-15
CFRGB480WH|D48 CCT+ICRGB Starry|Ceiling Fan 2 Supplier||CFS2052026|102|2026-05-20|0|2026-06-15
CGCYBM||Assembling lady 1|Container 04 2026|AL1052026|1000|2026-06-01|0|2026-07-16
CGCYSN||Assembling lady 1|Container 04 2026|AL1052026|1000|2026-06-01|0|2026-07-16
CL2RAG|2Core round 100m roll|Cable Supplier|DE Container 02 2026|CAB052026-DE|3|2026-05-22|0|2026-06-20
CL2RBK|2Core round 100m roll|Cable Supplier|Container 04 2026|CAB052026|3|2026-06-01|0|2026-06-28
CL2RBR5PK|2core Round 5m roll|Cable Supplier|Container 04 2026|CAB052026|50|2026-06-01|0|2026-06-28
CL2RGD|2Core round 100m roll|Cable Supplier|DE Container 02 2026|CAB052026-DE|3|2026-05-22|0|2026-06-20
CL2RGL|2Core round 100m roll|Cable Supplier|DE Container 02 2026|CAB052026-DE|3|2026-05-22|0|2026-06-20
CL2RLB|2Core round 100m roll|Cable Supplier|Container 04 2026|CAB052026|3|2026-06-01|0|2026-06-28
CL2RWHAPK|2core Round 10m roll|Cable Supplier|Container 04 2026|CAB052026|40|2026-06-01|0|2026-06-28
CL3RCR|3 Core round 100m roll|Cable Supplier|DE Container 02 2026|CAB052026-DE|3|2026-05-22|0|2026-06-20
CL3RGR|3 Core round 100m roll|Cable Supplier|Container 04 2026|CAB052026|3|2026-06-01|0|2026-06-28
CL3TBD|3core Twist 100m roll|Cable Supplier|Container 04 2026|CAB052026|3|2026-06-01|0|2026-06-28
CL3TIVAPK|3core Twist 10m roll|Cable Supplier|Container 04 2026|CAB052026|25|2026-06-01|0|2026-06-28
CL3TLG|3core Twist 100m roll|Cable Supplier|Container 04 2026|CAB052026|3|2026-06-01|0|2026-06-28
CL3TLP|3core Twist 100m roll|Cable Supplier|Container 04 2026|CAB052026|3|2026-06-01|0|2026-06-28
CL3TOR|3core Twist 100m roll|Cable Supplier|Container 04 2026|CAB052026|3|2026-06-01|0|2026-06-28
CMWH|COB Cool white|Led Induction module supplier|DE Container 02 2026|LDI052026-DE|6000|2026-05-22|0|2026-06-29
CO232AGY||Connector Supplier|Container 02 2026|CON032026|5000|2026-03-31|0|2026-04-17
CO332AGY||Connector Supplier|Container 02 2026|CON032026|5000|2026-03-31|0|2026-04-17
CO33PWH||Connector Supplier|Container 05 2026|CON062026|500|2026-07-06|0|2026-07-31
CO532AGY||Connector Supplier|Container 05 2026|CON062026|6000|2026-07-06|0|2026-07-31
CODCCR||Connector Supplier|Container 05 2026|CON062026|100|2026-07-06|0|2026-07-31
CODH632AGY||Connector Supplier|Container 02 2026|CON032026|5000|2026-03-31|0|2026-04-17
CODL232AGY|2 way|Connector Supplier|Container 02 2026|CON032026|2000|2026-03-31|0|2026-04-17
CODL332AGY|3 way|Connector Supplier|Container 02 2026|CON032026|4500|2026-03-31|0|2026-04-17
CODL632AGY|2 to 6 way|Connector Supplier|Container 02 2026|CON032026|1000|2026-03-31|0|2026-04-17
CODL932AGY||Connector Supplier|Container 02 2026|CON032026|1000|2026-03-31|0|2026-04-17
COI9ABM||Connector Supplier|Container 02 2026|CON032026|200|2026-03-31|0|2026-04-17
COWP4W3CBM||Connector Supplier|DE Container 02 2026|CON052026-DE|100|2026-05-22|0|
COY9ABM||Connector Supplier|Container 02 2026|CON032026|300|2026-03-31|0|2026-04-17
CRFF100SN|100x25 Front fittings|Celing Rose Lady|Container 01 2026|CRL032026|200|2026-03-10|0|2026-04-20
CRFF100YB|100x25 Front fittings|Celing Rose Lady|Container 01 2026|CRL032026|100|2026-03-10|0|2026-04-20
CRFF108GB|Green Brass 108mm|Celing Rose Lady|DE Container 02 2026|CRL052026-DE|100|2026-05-22|0|2026-05-22
CRFF140BC||Ceiling rose guy|Container 05 2026|CRG062026|100|2026-07-06|0|2026-08-04
CRFF140CH|140 mm front fitting|Electro plating Supplier|Container 08 2026|ELP072026|100|2026-07-23|0|
CRFF140RO|140 mm front fitting|Electro plating Supplier|Container 08 2026|ELP072026|100|2026-07-23|0|
CRFF140WH|140 mm front fitting|Electro plating Supplier|Container 08 2026|ELP072026|100|2026-07-23|0|
CRFF2005BM|200mm 5 outlet|Celing Rose Lady|Container 01 2026|CRL032026|100|2026-03-10|0|2026-04-20
CRFF2009BM|200mm 9 outlet|Celing Rose Lady|Container 01 2026|CRL032026|100|2026-03-10|0|2026-04-20
CRFF500BB|500*60*25 ceiling rose 3 out let|Pipe lightning Supplier|Container 08 2026|PLS072026|50|2026-07-23|0|
CRFF500BC|500*60*25 ceiling rose 3 out let|Pipe lightning Supplier|Container 01 2026|PLS122025.|100|2026-03-26|1|2026-01-25
CRFF500BS|500*60*25 ceiling rose 3 out let|Pipe lightning Supplier|Container 01 2026|PLS122025.|50|2026-03-26|1|2026-01-25
CRFF65BM||Condieut pipelight accessoies|Container 16|CND112025|544|2026-01-26|1|
CRFF65SN|Open hole 10mm|Condieut pipelight accessoies|Container 03 2026|CND042026|100|2026-05-07|0|2026-06-19
CRSF100GS||Black shade with border gold line supplier|Container 06 2026|BGL072026|200|2026-07-15|0|
CRSF100HCO|100*25 3hole ceiling rose|Ceiling rose guy|Container 04 2026|CRG052026|100|2026-06-01|0|2026-07-15
CRSF100HYB|100*25|Ceiling rose guy|Container 05 2026|CRG062026|100|2026-07-06|0|2026-08-04
CRSF100LFG||Ceiling rose guy|Container 07 2026|CRG072026|50|2026-07-15|0|
CRSF108WH|108 Side fitting ceiling rose|Ceiling rose guy|Container 03 2026|CRG042026|100|2026-05-07|0|
CRSF1204BM|4 Outlet Black 120x25mm|Celing Rose Lady|Container 01 2026|CRL032026|100|2026-03-10|0|2026-04-20
CRSF125CO||Ceiling rose guy|Container 07 2026|CRG072026|100|2026-07-15|0|
CRSFM100BR||Celing Rose Lady|Container 01 2026|CRL032026-02|104|2026-03-24|0|2026-03-25
CRSFM110080BM||Condieut pipelight accessoies|Container 17|CND012026-02|201|2026-01-26|1|
CRSFM110080CH||Condieut pipelight accessoies|Container 01 2026|CND032026|205|2026-03-18|0|
CRSFM110080CO||Condieut pipelight accessoies|Container 01 2026|CND032026|200|2026-03-18|0|
CRSFM110080SN||Condieut pipelight accessoies|Container 01 2026|CND032026|199|2026-03-18|0|
CRSFM110080WH||Condieut pipelight accessoies|Container 17|CND012026-02|198|2026-01-26|1|
CRSFM110080YB||Condieut pipelight accessoies|Container 01 2026|CND032026|199|2026-03-18|0|
CRSFM210080BM||Condieut pipelight accessoies|Container 01 2026|CND032026|408|2026-03-18|0|
CRSFM210080CH||Condieut pipelight accessoies|Container 01 2026|CND032026|204|2026-03-18|0|
CRSFM210080CO||Condieut pipelight accessoies|Container 01 2026|CND032026|200|2026-03-18|0|
CRSFM210080SN||Condieut pipelight accessoies|Container 01 2026|CND032026|196|2026-03-18|0|
CRSFM210080WH||Condieut pipelight accessoies|Container 01 2026|CND032026|202|2026-03-18|0|
CRSFM210080YB||Condieut pipelight accessoies|Container 01 2026|CND032026|204|2026-03-18|0|
CRSFML100BM||Celing Rose Lady|Container 01 2026|CRL032026-02|72|2026-03-24|0|2026-03-25
CRSFML100YB||Celing Rose Lady|Container 01 2026|CRL032026-02|84|2026-03-24|0|2026-03-25
CRSFX120BM|120mm*25mm|Ceiling rose guy|Container 01 2026|CRG032026|100|2026-03-10|0|
CRSFX120YB|120mm*25mm|Ceiling rose guy|Container 01 2026|CRG032026|100|2026-03-10|0|
CRSP1PRC48BM||Assembling lady 1|Container 01 2026|AL1032026|150|2026-06-11|0|2026-04-11
CRSP1PRC66BM||Assembling lady 1|Container 01 2026|AL1032026|150|2026-06-11|0|2026-04-11
CRSP2PRC48BM||Assembling lady 1|Container 01 2026|AL1032026|103|2026-06-11|0|2026-04-11
CRSP2PRC66BM||Assembling lady 1|Container 01 2026|AL1032026|100|2026-06-11|0|2026-04-11
CRSP60601BM||Condieut pipelight accessoies|Container 17|CND012026-02|37|2026-01-26|1|
CRSP60603BM|60*60 灯古 中孔|Condieut pipelight accessoies|Container 17|CND012026|216|2026-01-26|1|
CRSP60603WH||Condieut pipelight accessoies|Container 17|CND012026-02|216|2026-01-26|1|
CRSP60605BM|60*60 灯古 5孔|Condieut pipelight accessoies|Container 17|CND012026|108|2026-01-26|1|
CRSP60605WH||Condieut pipelight accessoies|Container 17|CND012026-02|216|2026-01-26|1|
CRSP80303BM|80*30 灯古+盖 3孔|Condieut pipelight accessoies|Container 17|CND012026|200|2026-01-26|1|
CRSP80303CH|80*30 灯古+盖 3孔|Condieut pipelight accessoies|Container 17|CND012026|107|2026-01-26|1|
CRSP80303SN|80*30 灯古+盖 3孔|Condieut pipelight accessoies|Container 17|CND012026|112|2026-01-26|1|
CRSP80303WH||Condieut pipelight accessoies|Container 17|CND012026-02|92|2026-01-26|1|
CRSP80303YB|80*30 灯古+盖 3孔|Condieut pipelight accessoies|Container 17|CND012026|113|2026-01-26|1|
CRSP80304BM|80*30 灯古+盖 4孔|Condieut pipelight accessoies|Container 17|CND012026|200|2026-01-26|1|
CRSP80305BM|80*30 灯古+盖 5孔|Condieut pipelight accessoies|Container 17|CND012026|400|2026-01-26|1|
CRSP80305CH|80*30 灯古+盖 5孔|Condieut pipelight accessoies|Container 17|CND012026|110|2026-01-26|1|
CRSP80305CO|80*30 灯古+盖 5孔|Condieut pipelight accessoies|Container 17|CND012026|105|2026-01-26|1|
CRSP80305SN||Condieut pipelight accessoies|Container 17|CND012026-02|113|2026-01-26|1|
CRSP80305WH||Condieut pipelight accessoies|Container 17|CND012026-02|95|2026-01-26|1|
CRSP80305YB|80*30 灯古+盖 5孔|Condieut pipelight accessoies|Container 17|CND012026|113|2026-01-26|1|
HLLK75BM|75mm|Handle Supplier|Container 01 2026|HAN032026|500|2026-03-10|0|
IMAC9820WW||Led Induction module supplier|Container 08 2026|LDI072026|2000|2026-07-23|0|
IMACCW|AC 220V RGB Led Module|Led Induction module supplier|Container 14|LDI 12 2025|4000|2026-01-05|1|
IMACGR|RGB 12V SMD LED Module Lights IP65 Waterproof LED Strips for Store Commercial De|Led Induction module supplier|Container 14|LDI 12 2025|3000|2026-01-05|1|
IMACYE|AC 220V Green Led Module|Led Induction module supplier|Container 14|LDI 12 2025|9000|2026-01-05|1|
IMCW|White 12V SMD LED Module Lights IP65 Waterproof LED Strips for Store Commercial |Led Induction module supplier|Container 14|LDI 12 2025|20000|2026-01-05|1|
IMGR|AC 220V Cool white Led Module|Led Induction module supplier|Container 14|LDI 12 2025|2000|2026-01-05|1|
IMRE|SMD Red|Led Induction module supplier|DE Container 02 2026|LDI052026-DE|6000|2026-05-22|0|2026-06-29
IMRG|6915 RGB|Led Induction module supplier|Container 04 2026|LDI052026|6000|2026-06-01|0|2026-06-29
IMWW||Led Induction module supplier|Container 14|LDI 12 2025|10000|2026-01-05|1|
IMYE|Yellow 12V SMD LED Module Lights 1900K|Led Induction module supplier|Container 14|LDI 12 2025|10000|2026-01-05|1|
ITEM-370-1767600146066||Led Induction module supplier|Container 14|LDI 12 2025|4000|2026-01-05|1|
ITEM-370-1767600217247||Led Induction module supplier|Container 14|LDI 12 2025|2000|2026-01-05|1|
ITEM-370-1767600230655||Led Induction module supplier|Container 14|LDI 12 2025|1000|2026-01-05|1|
ITEM-370-1767600460956||Led Induction module supplier|Container 14|LDI 12 2025|14000|2026-01-05|1|
ITEM-370-1767600487453||Led Induction module supplier|Container 14|LDI 12 2025|1000|2026-01-05|1|
ITEM-370-1767600530796||Led Induction module supplier|Container 14|LDI 12 2025|4000|2026-01-05|1|
ITEM-370-1767600541691||Led Induction module supplier|Container 14|LDI 12 2025|1000|2026-01-05|1|
ITEM-419-1775546185974||Condieut pipelight accessoies|Container 01 2026|CND032026|419|2026-04-07|0|
ITEM-419-1775548735282||Condieut pipelight accessoies|Container 01 2026|CND032026|3150|2026-04-07|0|
ITEM-462-1779277506815||New Pendant supplier||NPS052026|300|2026-05-20|0|
ITEM-524-1784194757243|CARTON ERECTOR CES4035|Warehouse mechine supplier||WMS072026|1|2026-07-16|0|
ITEM-524-1784195105269|CARTON SEALER FX-AT5050|Warehouse mechine supplier||WMS072026|1|2026-07-16|0|
ITEM-524-1784195154467|SIDE SEALER AS723|Warehouse mechine supplier||WMS072026|1|2026-07-16|0|
ITEM-524-1784195257113|NON-DRIVE ROLLOR CONVEROR RC1M|Warehouse mechine supplier||WMS072026|1|2026-07-16|0|
ITEM-524-1784195363466|MOTOR-DRIVE ROLLOR CONVEROR RC1M/D|Warehouse mechine supplier||WMS072026|4|2026-07-16|0|
ITEM-524-1784195447577|90 DEGREE CONVEYOR RCV90|Warehouse mechine supplier||WMS072026|1|2026-07-16|0|
ITEM-524-1784195539697|LABEL PRINTER &LABEL PASTING MACHINE TB-DT400D|Warehouse mechine supplier||WMS072026|1|2026-07-16|0|
ITEM-524-1784195741193|LIFTING AND TRANSPLANTING MACHINE D700-L758*W696mm|Warehouse mechine supplier||WMS072026|1|2026-07-16|0|
ITEM-527-1784547254364|50 x 40CM height Roll|New Bubble bag supplier|Container 08 2026|NBB072026|25|2026-07-20|0|
ITEM-527-1784547314644|50 X 20 cm height Roll|New Bubble bag supplier|Container 08 2026|NBB072026|25|2026-07-20|0|
LAGLFL130AR|130 Diamond Pendant|Glass shade 2 Supplier||GL2052026|120|2026-05-07|0|2026-05-15
LAGLWD150AR|150 Waist Drum|Glass shade 2 Supplier||GL2052026|120|2026-05-07|0|2026-05-15
LDMA60B224WW||Bulbs supplier|Container 06 2026|BBS072026|500|2026-07-15|0|
LDMA60E274||Bulbs supplier|Container 02 2026|BBS032026-02|300|2026-03-30|0|2026-04-20
LDMT185E273||Bulbs supplier|Container 04 2026|BBS052026|1500|2026-06-01|0|
LDSG125E274|G125-RDS-4W-S-2200K-AMBER-E27|Bulbs supplier|Container 16|BBS122025|500|2026-02-17|0|2026-04-09
LDSG125MUE274|G125-RDS-4W-MUSIC-AMBER-E27|Bulbs supplier|DE Container 02 2026|BBS052026-DE|500|2026-05-22|0|
LDSG125XMSE274||Bulbs supplier|Container 04 2026|BBS052026|520|2026-06-01|0|
LDT185E274|T185 E27 4 W|Bulbs supplier|Container 01 2026|BBS 03 2026|1000|2026-03-10|0|2026-04-15
LH2HTE27YB||Assembling lady 1|Container 01 2026|AL1032026|140|2026-06-11|0|2026-04-11
LHC1E27WH||Bakelite holders|Container 01 2026|BKH032026|1200|2026-03-12|0|2026-04-01
LHC3E27WH||Bakelite holders|Container 01 2026|BKH032026|400|2026-03-12|0|2026-04-01
LHC4E27WH||Bakelite holders|Container 01 2026|BKH032026|400|2026-03-12|0|2026-04-01
LHC5E27WH||Bakelite holders|Container 01 2026|BKH032026|2000|2026-03-12|0|2026-04-01
LHC6E27WH||Bakelite holders|Container 01 2026|BKH032026|800|2026-03-12|0|2026-04-01
LHCTOCH||Condieut pipelight accessoies|Container 03 2026|CND042026|350|2026-05-07|0|2026-06-19
LHCTOCO|E27 ES Bulb Holder Batten Lamp Fitting Threaded 20mm Conduit Pipe Socket|Condieut pipelight accessoies|Container 16|CND112025|384|2026-01-26|1|
LHCTOFG|E27 ES Bulb Holder Batten Lamp Fitting Threaded 20mm Conduit Pipe Socket|Condieut pipelight accessoies|Container 16|CND112025|198|2026-01-26|1|
LHCTORO|E27 ES Bulb Holder Batten Lamp Fitting Threaded 20mm Conduit Pipe Socket|Condieut pipelight accessoies|Container 16|CND112025|192|2026-01-26|1|
LHCTOSN|E27 ES Bulb Holder Batten Lamp Fitting Threaded 20mm Conduit Pipe Socket|Condieut pipelight accessoies|Container 16|CND112025|384|2026-01-26|1|
LHCTOYB|E27 ES Bulb Holder Batten Lamp Fitting Threaded 20mm Conduit Pipe Socket|Condieut pipelight accessoies|Container 16|CND112025|192|2026-01-26|1|
LHF3HT40BM||Assembling lady 1|Container 01 2026|AL1032026|140|2026-06-11|0|2026-04-11
LHF3HT40WH||Assembling lady 1|Container 01 2026|AL1032026|80|2026-06-11|0|2026-04-11
LHHTE27BM|3 cores, 10mm leakage|Assembling lady 1|Container 01 2026|AL1032026|170|2026-03-10|0|2026-04-11
LHIFTE27BM||Assembling lady 1|Container 17|AL1222025|100|2026-01-26|1|2026-01-23
LHIFTE27CH||Assembling lady 1|Container 17|AL1222025|103|2026-01-26|1|2026-01-23
LHIFTE27YB||Assembling lady 1|Container 17|AL1222025|58|2026-01-26|1|2026-01-23
LHLAE2715DBM||Assembling lady 1|Container 05 2026|AL1062026-02|100|2026-07-06|0|
LHLHTE27YB||Assembling lady 1|Container 01 2026|AL1032026|280|2026-06-11|0|2026-04-11
LHMHTE27YB||Assembling lady 1|Container 01 2026|AL1032026|160|2026-06-11|0|2026-04-11
LHNDE27CO|30cm cable with Short holder with extension|Assembling Lady 2|Container 05 2026|AL2062026|100|2026-07-06|0|2026-08-30
LHNSE27BY|Short holder with extension|Cable Supplier|DE Container 02 2026|CAB052026-DE|200|2026-05-22|0|2026-06-20
LHNSE27SN|Short holder with extension|Cable Supplier|DE Container 02 2026|CAB052026-DE|100|2026-05-22|0|2026-06-20
LHNSE27WH|Short holder with extension|Cable Supplier|Container 07 2026|CAB072026-02|200|2026-07-15|0|2026-07-31
LHPOE27BM||Condieut pipelight accessoies|Container 03 2026|CND042026|816|2026-05-07|0|2026-06-19
LHPOE27CH||Condieut pipelight accessoies|Container 03 2026|CND042026|136|2026-05-07|0|2026-06-19
LHPOE27SN||Condieut pipelight accessoies|Container 03 2026|CND042026|136|2026-05-07|0|2026-06-19
LHSHE27RO|Short holder|Cable Supplier|DE Container 02 2026|CAB052026-DE|200|2026-05-22|0|2026-06-20
LHSWPBB22CH||New Lamp Holder|Container 08 2026|NLH072026-02|100|2026-07-23|0|
LHSWPBB22GD||New Lamp Holder|Container 08 2026|NLH072026-02|200|2026-07-23|0|
LHSWPBB22SN||New Lamp Holder|Container 08 2026|NLH072026-02|50|2026-07-23|0|
LHTHT30GD||Assembling lady 1|Container 01 2026|AL1032026|50|2026-06-11|0|2026-04-11
LHTHT50CF||Assembling lady 1|Container 01 2026|AL1032026|50|2026-06-11|0|2026-04-11
LHTHT50GD||Assembling lady 1|Container 01 2026|AL1032026|50|2026-06-11|0|2026-04-11
LHTKE27YB||Ceiling rose guy|Container 01 2026|CRG032026|100|2026-03-10|0|
LHTMGU10BM||Assembling lady 1|Container 04 2026|AL1052026|300|2026-06-01|0|2026-07-16
LHTMGU10CH||Assembling lady 1|Container 04 2026|AL1052026|100|2026-06-01|0|2026-07-16
LHTMGU10SN||Assembling lady 1|Container 04 2026|AL1052026|100|2026-06-01|0|2026-07-16
LHTOE27CH||Condieut pipelight accessoies|Container 08 2026|CND072026|100|2026-07-23|0|
LHTOE27SN||Condieut pipelight accessoies|Container 03 2026|CND042026|250|2026-05-07|0|2026-06-19
LHTOE27YB|E27 Threaded 20mm open holder Yellow brass|Condieut pipelight accessoies|Container 16|CND112025|252|2026-01-26|1|
LHTT10150BG||Assembling lady 1|Container 01 2026|AL1032026|100|2026-06-11|0|2026-04-11
LHTT10200BG||Assembling lady 1|Container 01 2026|AL1032026|100|2026-06-11|0|2026-04-11
LHTT10250BG||Assembling lady 1|Container 01 2026|AL1032026|100|2026-06-11|0|2026-04-11
LHTT15E27CF||Assembling lady 1|Container 01 2026|AL1032026|50|2026-06-11|0|2026-04-11
LHTT15E27GD||Assembling lady 1|Container 01 2026|AL1032026|50|2026-06-11|0|2026-04-11
LHTT30E27GD||Assembling lady 1|Container 01 2026|AL1032026|50|2026-06-11|0|2026-04-11
LHTT50E27GD||Assembling lady 1|Container 01 2026|AL1032026|50|2026-06-11|0|2026-04-11
LHTTAGU10CO||Assembling lady 1|Container 01 2026|AL1032026|75|2026-06-11|0|2026-04-11
LHTTAGU10EBM||Assembling lady 1|Container 01 2026|AL1032026|140|2026-03-10|0|2026-04-11
LHTTAGU10EYB||Assembling lady 1|Container 01 2026|AL1032026|75|2026-03-10|0|2026-04-11
LHTTAGU10WH||Assembling lady 1|Container 04 2026|AL1052026|200|2026-06-01|0|2026-07-16
LHTTE2730BM||Assembling lady 1|Container 05 2026|AL1062026-02|100|2026-07-06|0|
LHTTE27BM|Three core single branch line, 65 high lamp cup|Assembling lady 1|Container 08 2026|AL1072026|400|2026-07-23|0|2026-08-23
LHTTE27WH||Assembling lady 1|Container 05 2026|AL1062026-02|100|2026-07-06|0|
LHXSHE27BM||PVC lamp holder|Container 06 2026|PVC072026|3000|2026-07-15|0|
LQDO|LQ-DO|Bulbs supplier|Container 04 2026|BBS052026|200|2026-06-01|0|
LQDR3|LQ-DR-3|Bulbs supplier|Container 04 2026|BBS052026|100|2026-06-01|0|
LQK|LQ-K|Bulbs supplier|Container 04 2026|BBS052026|100|2026-06-01|0|
LSBS160GR||Multi colour shade supplier|DE Container 02 2026|MCS052026-DE|75|2026-05-22|0|2026-07-10
LSBS160RE||Multi colour shade supplier|DE Container 02 2026|MCS052026-DE|50|2026-05-22|0|2026-07-10
LSCASN3BCL||Assembling lady 1|Container 01 2026|AL1032026|62|2026-06-11|0|2026-04-11
LSCASN5BCL||Assembling lady 1|Container 01 2026|AL1032026|65|2026-06-11|0|2026-04-11
LSCO335WH|330*90mm|Brushed Curvy Supplier|Container 01 2026|BRC032026|50|2026-03-10|0|2026-04-06
LSCP150BU||Multi colour shade supplier|DE Container 02 2026|MCS052026-DE|50|2026-05-22|0|2026-07-10
LSCP150GY|150mm|Multi colour shade supplier|Container 02 2026|MCS032026|50|2026-03-31|0|2026-04-30
LSCY210BS|21cm Shade only|Brushed Curvy Supplier|DE Container 02 2026|BRC052026-DE|60|2026-05-22|0|2026-06-12
LSCY290AA|290 round|Brushed Curvy Supplier|Container 04 2026|BRC052026|50|2026-06-01|0|2026-07-05
LSDO210BL|210 mm Dome|Brushed Curvy Supplier|Container 01 2026|BRC032026|50|2026-03-10|0|2026-04-06
LSDO300GY|300*150|Multi colour shade supplier|Container 08 2026|MCS072026-02|50|2026-07-23|0|
LSDO300RO|300*150|Ceiling rose guy|Container 08 2026|CRG072026-02|50|2026-07-23|0|
LSDO300SN|300*150|Ceiling rose guy|DE Container 02 2026|CRG052026-DE|20|2026-05-22|0|
LSDO300YB|300*150|Ceiling rose guy|Container 07 2026|CRG072026|50|2026-07-15|0|
LSDO400CB|400*150|Multi colour shade supplier|Container 02 2026|MCS032026|50|2026-03-31|0|2026-04-30
LSDO400RE|400*150|Multi colour shade supplier|Container 02 2026|MCS032026|150|2026-03-31|0|2026-04-30
LSDO400WH|400*150|Multi colour shade supplier|Container 08 2026|MCS072026-02|50|2026-07-23|0|
LSEL400WH|400*180mm|Brushed Curvy Supplier|Container 04 2026|BRC052026|50|2026-06-01|0|2026-07-05
LSF1HT300HE||Hemp Supplier|Container 02 2026|HEM032026|50|2026-03-31|0|2026-05-16
LSFRE3FTPYBM|500mm 3outlet rectangle ceiling rose + 1m 3core pvc yellowbrass short holder pen|Assembling Lady 2|Container 01 2026|AL2032026|50|2026-03-10|0|2026-05-05
LSFRE3ROPCCH|500mm 3 outlet rectangle ceiling rose+ 1m 3core clear cable pendent with round C|Assembling Lady 2|Container 01 2026|AL2032026|50|2026-03-10|0|2026-05-05
LSFRO3ROPWFG|200mm 3 outlet French Gold round ceiling rose+ 1m 3core clear cable pendent with|Assembling Lady 2|Container 01 2026|AL2032026|50|2026-03-10|0|2026-05-05
LSFS3O1YBGS||Assembling Lady 2|Container 16|AL2122025|100|2026-03-10|0|2026-04-29
LSFT220BU|220*100 shade|Multi colour shade supplier|Container 08 2026|MCS072026-02|100|2026-07-23|0|
LSGL100145BL|145|Glass shade 2 Supplier||GL2052026|120|2026-05-07|0|2026-05-15
LSGL10014AR|145|Glass shade 2 Supplier||GL2052026|120|2026-05-07|0|2026-05-15
LSGL10014CL|145|Glass shade 2 Supplier||GL2052026|120|2026-05-07|0|2026-05-15
LSGL12010AR||New clear glass supplier|Container 04 2026|NCG062026|216|2026-06-04|0|
LSGL12010FC|150 Pendant|Glass shade 2 Supplier||GL2052026|120|2026-05-07|0|2026-05-15
LSGL12010FW|150 Pendant|Glass shade 2 Supplier||GL2052026|120|2026-05-07|0|2026-05-15
